"l","m","n","a","omega1"
4,2,0,0.85,"-0.12121496289516723696095132708270227275234536028472438227307408025699 - 0.06618229073737676349727524776458483583111187084460470706779711782064i"
4,2,0,0.9,"-0.14935127944406548955098726620921305467242429505015961620713522203557 - 0.09920053185523947187646055192086495484630660817314944035749658600553i"
4,2,0,0.91,"-0.15698491250043667209438302046685784206127789884215385404526463359511 - 0.10974525869976855420643930577387275345387014207527120690929353929019i"
4,2,0,0.92,"-0.16564273077484578829176476135586049780760425765406046423248587873601 - 0.12254517333513816435879866882227072072269940448376905903910651280004i"
4,2,0,0.93,"-0.17555960700150044153354440417430214085086015938253545230077352014405 - 0.1383517403478928623811225870976238732959337812613613468516916204799i"
4,2,0,0.94,"-0.187024275744941708462770053454157133164389179532667874547117119128 - 0.1582733672196814769737960019831178091169298654550196434225284988862i"
4,2,0,0.95,"-0.2003684502200502133246695336201328665175569338111189974657338656175 - 0.1840076049737478981909681889311990536324124109555949695676897235604i"
4,2,0,0.96,"-0.2158953086686202454195568463419520220192399469672551923515572163369 - 0.2182732534045290269592582305219512224655260702189280932989310967561i"
4,2,0,0.97,"-0.2335965706536033625959473554855752134171003438851469435118741646298 - 0.2656584035663682381317881122798620669906437861257852754435244184703i"
4,2,0,0.98,"-0.2521021206985533042591521789711054294927016101660228850132394768821 - 0.3343463400399003197599076831921346092363706849461996942867246394504i"
4,2,0,0.99,"-0.264667756009406386439372491334320735932005690427191183089745188596 - 0.439370392213230908384835224447694355175092333488143349843233853533i"
4,3,0,0.05,"-0.00397868303469748520353783041315224690800554221764550034064284062463844 - 0.0018866764266818603007200268009410094580815092793000064965297909327421i"
4,3,0,0.1,"-0.00829145609020219133154945210359397411219262407671123979707023383454934 - 0.00394193985813017212822804725618636581989944085094826184640846213877586i"
4,3,0,0.15,"-0.0129714302978714272416364480384548269425723073416288217824441939946269 - 0.0061895869042611424947253369155165326338770590997037215421454977927704i"
4,3,0,0.2,"-0.0180605612389946368084333079993470015055195125796842796294174170922108 - 0.0086590197274824029764827480722392406385445288995215224865182068398864i"
4,3,0,0.25,"-0.0236129324682184765213817296710421060737016403529145183280851661700496 - 0.0113870965270995392032839987154745022864781628155148347695320744606875i"
4,3,0,0.3,"-0.0296996321220337402836023268914136613871646349876808406798775954809277 - 0.0144208141116096785507694630558467300408057958695388390373079697767352i"
4,3,0,0.35,"-0.0364161615966132433863165427089245506202122152855663429029821694473628 - 0.0178212928314994001991616089531459592569719616203788307295033318774831i"
4,3,0,0.4,"-0.043893982678037350502813006577866315110153136157766386587541770753796 - 0.021669861788917563870157912756859046473175166612408479652386853047579i"
4,3,0,0.45,"-0.052319045925095202986555615602626471049966683138835307345467568063014 - 0.026077647074296693638159725147090611827315946885499534887648842480204i"
4,3,0,0.5,"-0.061962530916568157890886963256992729859285455395634135294396116611601 - 0.031201231420956709863372844026411949247585361954221439170015668087215i"
4,3,0,0.55,"-0.073233868239833888626018477663487521188904514671314870533986426127547 - 0.03726931492835004090897888266277482810800608410654189611262156743754i"
4,3,0,0.6,"-0.08677649310351044907453863693462420265600481684676639188567868971559 - 0.044630378323565173238673035502348253020245980885379814999782764384075i"
4,3,0,0.65,"-0.103650608877575295043012418054207303619005534155241387794025659001434 - 0.053843034755293156407861517127436931069660217641264862189863256136731i"
4,3,0,0.7,"-0.12570667020509709178522065714566586343811118495894554953294011999933 - 0.06586008235162304773716843225283450760386232075965326589582016591348i"
4,3,0,0.75,"-0.15641779777053664786263086515921363729228081860457493893444610107878 - 0.08243924535509708538923145655889641252135746303405893775189202203103i"
4,3,0,0.8,"-0.20296087351344821612963344111728031282746960195481413900115876471254 - 0.10717738277685373916548549818088362266717725441553145552050964260885i"
4,3,0,0.85,"-0.28232905570218936504846386171731454011102078599671195554166555335394 - 0.14859623828764067144317133135309758333699500460291076874378795925871i"
4,3,0,0.9,"-0.4443415750559227934627262506611107880442834656230543837691396879477 - 0.2321241733478816851185552872970094944122294969179405589773347788704i"
4,3,0,0.91,"-0.498247458284972356978848938804678990830844404966171990421430531197 - 0.2599502460826815589453906971950418216034382827372237256179174346019i"
4,3,0,0.92,"-0.565080680955943641070008769155199264234470069618042674993901399239 - 0.2945899387237809684965017708321095758679775232934541060370653094016i"
4,3,0,0.93,"-0.6497741670073104453077074783092693450380776283656927696084559311138 - 0.3387862248718027632839597914266795771955462326323204518120049314018i"
4,3,0,0.94,"-0.7600675264004286317668469054470219787022166194281747359103114306451 - 0.3969544837442186487589019547662194358239378139111058336234321097198i"
4,3,0,0.95,"-0.9088456618621055009478151770313395806426213712299294597492632366512 - 0.4766914925544155726799611341459289342813868806915627665662791524467i"
4,3,0,0.96,"-1.119338427465429187942414721087170694375904653807476144471413979791 - 0.59230665665010174951210924119394182869770605525614979302773686702i"
4,3,0,0.97,"-1.438465165545222217110905687968957920604253454072420153748774258037 - 0.774537016010966182299181597821408273701842065671702129220515409973i"
4,3,0,0.98,"-1.979412281211594011488770793105808041708187055811090899300944535305 - 1.104928900227577373981441380917256509694036074185556250147818383557i"
4,3,0,0.99,"-3.1214613192809730977098723208601345729454708830562316428126884589 - 1.91124431920831011997766310083069399019786748700399527160503457022i"
4,4,0,0.05,"-0.00528418861310426461749336960335384936383703519276800432819120569301774 - 0.00256523963857340184522540483388381582224769780776928286188965798894968i"
4,4,0,0.1,"-0.01096996444941339040286993189871355898351656375328422185833701630222337 - 0.00546433603813622108719205170863894862714986530047538136380101605911583i"
4,4,0,0.15,"-0.0170992974051189227118390896513965913207215844107279534788824294405636 - 0.008745892106120979439102214765039867648351146157658716797656653737776i"
4,4,0,0.2,"-0.0237289736034379596213412812830018988527470151760864663971917687468636 - 0.0124695837437984715020089267507859193034519721125895625649721011216368i"
4,4,0,0.25,"-0.0309370894603284403064314042100583956227062826690677287484221035749685 - 0.0167094909615382286247989312925934658803371322705007183406015215433845i"
4,4,0,0.3,"-0.0388331012642353413661953210731513343465269495178309756943298783132968 - 0.0215587768527904888890412936887341310273349969974488426305868366269299i"
4,4,0,0.35,"-0.047573685982833185596523271049724240901458966739157528221386763729358 - 0.0271364098301552076685683219241904658085376047239155536092377754095204i"
4,4,0,0.4,"-0.057388363600043322502642445334401441478024409023026597244845644327419 - 0.03359707407027831195675855235101307300713873943578288762164088197295i"
4,4,0,0.45,"-0.068622031679180257517263427559251755216330593783065265429933211163273 - 0.041146220650185941645702276811641395213760089066693734859845322907196i"
4,4,0,0.5,"-0.08180786336617400061367445112302257595484658003572640543991692302201 - 0.050063726199934371428190094048316491029724773054614172522579021805833i"
4,4,0,0.55,"-0.097797037653424897727585432587886057810195311891873519982514452864004 - 0.060742610679086057595743442147513140113953839587925571169294592726483i"
4,4,0,0.6,"-0.118000245533421065309862996614771267265905139081458330088995294611743 - 0.073755503470547638825371995812065778043555123038559076300336714580238i"
4,4,0,0.65,"-0.14486261972987422528206475799753272648264324913223221255666768001006 - 0.08997552715752244016198880007092040837472131593952288332905372696882i"
4,4,0,0.7,"-0.18286370417392169340100323227083949607252186662138901307754949057613 - 0.11081239958615473405427966615436784252634973436252254811427316917266i"
4,4,0,0.75,"-0.24081566133244446626090940117452074080052688686505987202869513242232 - 0.13871734235776185582120116782766763502481440843147681562175212560878i"
4,4,0,0.8,"-0.33780100341355673374161916140437373346110874825775620395520396716697 - 0.17840068665693823026351932899461271195356947857345018623954121353228i"
4,4,0,0.85,"-0.5212821880602794241095026245912529371645398033589778721441225800306 - 0.2403091323401865035153079569227223607965573528461219693028515254682i"
4,4,0,0.9,"-0.9386715895310114292940789057411069421324537819255167141777169393144 - 0.3535384998916600003417792571963851235432855638443823807983942355273i"
4,4,0,0.91,"-1.0861386115748911774570795735497867095324920380784001296805110060477 - 0.3889753232327272962866733004957860774364786321208553511568870239438i"
4,4,0,0.92,"-1.2735353960635231491447931250621212133277267350901268718321658916024 - 0.4319697289330903712875390045043099255318851228323042268624571509239i"
4,4,0,0.93,"-1.517378993510148186852163829854387162093696448298393717398358721412 - 0.485372680460577645964845194111934171134425504261824801973894673497i"
4,4,0,0.94,"-1.844325050540357775514417931454407056396449529009034500802083405588 - 0.55372235489932189269534521408496695876583562459196090200008788334i"
4,4,0,0.95,"-2.300321461213331616529167231694173045691286815887007209702055614335 - 0.644747915584567221866317644286105361848967908368593014968888532404i"
4,4,0,0.96,"-2.97202070531411395013933687661244376335560263616137826286964146162 - 0.772885082645352276423011732133145758290723431818073970470872388125i"
4,4,0,0.97,"-4.045691646266420596165780894803567809742487603093684687946863050306 - 0.968969459300430875574431515865064592551985784381177191494411507557i"
4,4,0,0.98,"-6.01614535006878849023255254373425571821951344119876234446720975082 - 1.31482403304926832244912951201815372455661110293062467841108308396i"
4,4,0,0.99,"-10.88823213227222555953903440514965044265273802437186928774738983695 - 2.14471118050627649572968007764177816049873020709734226797642477978i"
5,-5,0,0.05,"0.00615955780394035648249696155138195234909659693868528230310822159332603 + 0.00229443146698373635331347960458052303237206245965254436910954923051835i"
5,-5,0,0.1,"0.01189771363547940596314648186547911966121327133005516868089808009409889 + 0.0043149037532148452750571356885992055624822423538477032338525311513882i"
5,-5,0,0.15,"0.0172356926321069962958541145184568536397778887979548542769452245871354 + 0.0060914440630497153009668968220303940629836681128286648940239459101374i"
5,-5,0,0.2,"0.0221889471609454834399747878949795776855605874866010353540091661035092 + 0.0076492615115923880684017859451485543493122766261039156138305936877637i"
5,-5,0,0.25,"0.0267681607742840598649787389798826687289708572172501369299937013520187 + 0.0090095747403795981615709972778988140401348075454098639009769597906704i"
5,-5,0,0.3,"0.0309798285835083783853080172179289373981366956824358190131401021176793 + 0.0101902465422530780798469653989959268196176867846375613814745293937844i"
5,-5,0,0.35,"0.034826500560878731107266583702475347881481656588264966520695694258919 + 0.011206266743809613495161907972912152937665709004491146598749023330143i"
5,-5,0,0.4,"0.038306725080036625112232382697594025749002647872368668415860046607756 + 0.012070110301603487039230112940712273312114650300254735274681866872817i"
5,-5,0,0.45,"0.041414686186269388541482904475958384315888643728614750143816153446295 + 0.012791985809948254572296845807642724492432839976698721019122939587405i"
5,-5,0,0.5,"0.044139479419168299994398911980456024296874244872468080856820671566298 + 0.013379978312981659987962276791615660640014552680346221100870501305104i"
5,-5,0,0.55,"0.046463903917435454184254409702399925973982635538631513273800331910076 + 0.013840076991446757113262082593520631520341754948382790121308106283229i"
5,-5,0,0.6,"0.048362539606347261923165458236621167583582400283624236173894086262223 + 0.014176059026602327494479671771792788124763717294502323977804449929392i"
5,-5,0,0.65,"0.04979868000690471382798947612876008264565797600175090650902649749674 + 0.014389168054408274750482091138755088515840775033221071678737105011624i"
5,-5,0,0.7,"0.0507192959522452299659635633950652387423481468816937164806523632015 + 0.01447746194008318755658762738141699459905703712146747828570432873681i"
5,-5,0,0.75,"0.05104634293211878845917724064599257843543907890563637622702452645306 + 0.01443456713793458601254352602054392893865775035132250745843112956487i"
5,-5,0,0.8,"0.05066063090386549943573770796532359733560182523864719824505834006172 + 0.01424724410641050478484160787758383501581160458798817363768995748924i"
5,-5,0,0.85,"0.04936863081202579462991999660596607437973781863381923523512445550866 + 0.01389023872332284821461077993753290340269944498879851132012390658729i"
5,-5,0,0.9,"0.04682263805310347253486763084734394000241177684532142332005994081426 + 0.01331371486252225607652407887818247733231151222270262477914086621326i"
5,-5,0,0.91,"0.04611019831206469284108017817127677734313141182665090424924666276473 + 0.01316415876246834818596807675419798899682791407048264825881341170602i"
5,-5,0,0.92,"0.04531185598547094182014445257499884210723739056675432969831126193661 + 0.01300040016479126362417180936925786949073868801319808579875169278661i"
5,-5,0,0.93,"0.04441612051739142828267418602861184959300029883577713338876731850593 + 0.01282065431603125907661882049661714287678011393860454530169799068765i"
5,-5,0,0.94,"0.04340835156883196556190671818289264376824635602844553130580378973571 + 0.01262263382134980448457324343586859529415599529587662832756901977204i"
5,-5,0,0.95,"0.04226932285460973878976071446781847793293823398768568202648454024102 + 0.01240331851386784830577768531724593983005511299396597181967876885079i"
5,-5,0,0.96,"0.04097274749226036581013665712859020566180132904063216078546312663242 + 0.0121585583299116384020501602564035572856733964211538051250730052375i"
5,-5,0,0.97,"0.03948058341485638458124424338310794972177783325460692129477097223592 + 0.01188231862463706961757216153588617978833437128553821701428400399421i"
5,-5,0,0.98,"0.0377327407813372219769309495343565400952015004066639890226299761713 + 0.0115650220019052761220464068977110276910274546704851996847633701939i"
5,-5,0,0.99,"0.0356180403072812232799431994237737651176157280762208146856652608126 + 0.0111888557237434905163001481611330995894511075217775113350707325195i"
5,-4,0,0.05,"0.00491368169555048986587352355508430972426584941389472562370760457873915 + 0.00186521815996618378620590763455867283944161705247313786212866161547075i"
5,-4,0,0.1,"0.00946581898054350606488379204056994114146730676304865751678027373596207 + 0.00356520221568814251817325867092189884757929138630948634463141054130113i"
5,-4,0,0.15,"0.0136787982322454218535150961691679509647385651472916605752933695430515 + 0.0051168503548683198461160493409506121857238052093175115022992807122663i"
5,-4,0,0.2,"0.0175705295382174422282917864240007515576675446958843394397084201715079 + 0.0065343485817491047787612132963952600236495513656225076793356109252735i"
5,-4,0,0.25,"0.0211552647718255569592445627146267819752039133755617684489717015981958 + 0.0078296407429290080918434391438032416679522355467531935215217533132207i"
5,-4,0,0.3,"0.0244441551229196045702748746503933773469324849761171615819900075354867 + 0.009012784364426317988403715415838815160365055394564471287108342410157i"
5,-4,0,0.35,"0.027445607369604173659493683838308522245482479299040667606885241122967 + 0.010092219479055057604016149937342105653951136673473125871508699086541i"
5,-4,0,0.4,"0.030165472169626499621550739981565830289813151945477096504395891041609 + 0.011074968688960450947233986207494993635571089161672947329191954766696i"
5,-4,0,0.45,"0.03260707602492759267698781623892281492526676186116135720407190901617 + 0.011966779980330438971372123878705974865060772676904242567136234366892i"
5,-4,0,0.5,"0.034771086743099028132371897552086791059108410958583517082755423279792 + 0.012772218090743037290015058837292935502229127023816186241083653274599i"
5,-4,0,0.55,"0.036655174640399393667954860353844853150559193006540727868671290004927 + 0.01349470436696881563895508395321392280679840885239503764338991517165i"
5,-4,0,0.6,"0.038253389402618616802570310364281263641577417120747479711366835252137 + 0.014136497482273117945568563422421619468571586019997635363636726606138i"
5,-4,0,0.65,"0.0395550976648298923759355670910637413402567966498203250483360507156 + 0.014698595309510086440355244800713618340192255127511341537168845990077i"
5,-4,0,0.7,"0.04054317906999625633764875877521089059181249223531216951556166097857 + 0.0151805156104099912634095249403877593594035036144205668602934579171i"
5,-4,0,0.75,"0.04119085883568912074492962547467576003873572584390933404422591814304 + 0.01557986497015626259046429154272531678575235362184309026183755711388i"
5,-4,0,0.8,"0.04145577998552964201864335340564189213652028681226066385638407962089 + 0.01589148900578289949892228615287053369801861377426506073831071380242i"
5,-4,0,0.85,"0.04126775400158112773715161612959814165149892163068615260679501346802 + 0.01610567044922055806839898801370187605077975342567404582475077803678i"
5,-4,0,0.9,"0.04049921633049246566540582562832957061628153933344460754299985224144 + 0.01620371066250305164615832216270638177628983490656023695531196618164i"
5,-4,0,0.91,"0.04025638523984604723704003466016156772405780714540948883935462697814 + 0.01620646790882254698225023342763243054751420830637617426583848423793i"
5,-4,0,0.92,"0.03997712738962490100047682300424095689585630588277137335370372873764 + 0.01620259157758778666146992033245139490890705301446982191056679605353i"
5,-4,0,0.93,"0.0396571796684983960986790547161627781092045337443114082055440167521 + 0.01619143163747659720624663107461421052405229889634810530511521053731i"
5,-4,0,0.94,"0.03929110033714712645233458441482169127265714564237700648164590120915 + 0.01617215360541113455471577596995138948173816159374939647266525757669i"
5,-4,0,0.95,"0.03887172628357173693914203472979713845813421931447633008515884847951 + 0.01614365092318057247651339488474768225031880950089533991046036956248i"
5,-4,0,0.96,"0.03838923324996684288223839172636806443364609623532459313439712768432 + 0.0161043909122815771103434068096942739636545326815040498365821696541i"
5,-4,0,0.97,"0.03782934207314629389082127766719249683544088165504143700517312141937 + 0.01605211523494971065206626341158158520559126658638095102212121528805i"
5,-4,0,0.98,"0.0371693547165247158014072219527077788114086997303373941676475810083 + 0.0159831623532659557903872031927975844155696232018470385287424949427i"
5,-4,0,0.99,"0.0363668463643224845580666196654309832674863160417589461089819594323 + 0.0158904738913621804748291177249977825728302808811448006938044458238i"
5,-3,0,0.05,"0.00366059800107144904156776282634048767630236001704069570471314375973805 + 0.00142320208013259893278966234717763710698974180990624432139219904368047i"
5,-3,0,0.1,"0.00700332346663920459982881122027801145978138287307721959284217350885578 + 0.00276798864600868421883633927836296392702603313386323659309270672429765i"
5,-3,0,0.15,"0.0100497130886202053831349989108967506036565175645866797797722306355491 + 0.0040431500531034453254246586818952700895989609021582841110600711099933i"
5,-3,0,0.2,"0.0128189199849166493604541464263239186724648573842881508124901317986824 + 0.0052562983409624941665594522544927431662158198693364963190762549076374i"
5,-3,0,0.25,"0.015328280247934040859948911113503960370749334704275906504147404722318 + 0.0064141258777540554879320574389041096477095017269229472303166420526452i"
5,-3,0,0.3,"0.0175938057265422713902730004729052429549270739078975328362269811872195 + 0.0075226114081950386786213219127623922246950222073995200865709456499435i"
5,-3,0,0.35,"0.019630642202897381642000394779631750135338204284675115465595222871632 + 0.008587191350229137588386967828349722417461257351853319851799383823792i"
5,-3,0,0.4,"0.021453530249050558281254602250840159843130301009352118490754187246889 + 0.009612910684122542705939386951511150348377043490318708481332773934543i"
5,-3,0,0.45,"0.023077310169895049577538392143426600044621503004752806856380907778716 + 0.010604566545071513989835669936493102309612994877000354677367683316164i"
5,-3,0,0.5,"0.024517524315868924234883539493289480752827146718312985350939303963379 + 0.011566858730577520924855730692338743414621968327313576316770200132462i"
5,-3,0,0.55,"0.025791194075015653772270329803253799948980178942089480288880097574814 + 0.012504565559611837624371843407170721857996374472532245709982987523481i"
5,-3,0,0.6,"0.026917894534358321028004138233295576876738957082598868647454609446519 + 0.013422772921423180607662937708403467031394283384937196693626602693311i"
5,-3,0,0.65,"0.027921337815608626642486903716566579453813307926186193131025892959199 + 0.014327203609066680798125685218050580965274502003157077729466718530877i"
5,-3,0,0.7,"0.028831853982677763424170406744853759109776236924077699031051965130631 + 0.015224734055895880874334233394258238034560195562783779657221035789663i"
5,-3,0,0.75,"0.0296905449935733873533730382410435224980153223820798276524343696161 + 0.01612427367396115843783388883966348209175307686008731866997689498191i"
5,-3,0,0.8,"0.03055681428941927969748460398633362654748192373361723989986060535117 + 0.01703839397574732583939802848647938510004682075767549005705686147254i"
5,-3,0,0.85,"0.0315235194081166985910525360131531295635595449678556012256569799063 + 0.01798667416137861921265293195905245525229774084731807586739721543482i"
5,-3,0,0.9,"0.03275249484995946925984131911837840300811906066847050246134230445086 + 0.01900364026882391936682090949389332703532333383614703490461970506983i"
5,-3,0,0.91,"0.03305377334181149751227870605025915624667780873755515948908136900434 + 0.01922046441216222879155928253309377241598500238962598159634581726855i"
5,-3,0,0.92,"0.03338165355487588880073555714703808613074836177843117965568861839383 + 0.01944353143641484528809836906145635127344532686588874793776517594191i"
5,-3,0,0.93,"0.03374118588464680421265436455574143284931286986149481025630409568508 + 0.01967394396030584076032857354135142793135307714916938302565254613609i"
5,-3,0,0.94,"0.03413873572686471053441353968137495562310138869677177583521046307088 + 0.01991308998143064971744561539022251740597507775817663017618481758196i"
5,-3,0,0.95,"0.03458255689102372966441672588536784049780634124957010738226203714843 + 0.02016276240432861271741249290843102783177085522742565332841050145607i"
5,-3,0,0.96,"0.0350837634411125947415262314294325753439405262579788557695459893993 + 0.02042535696391936088589176439354627082644635361718362371921161749109i"
5,-3,0,0.97,"0.03565813727469539067964979421616728079635225892940796290327986668762 + 0.02070422911379448725583991668287691398745870967667331342943000733138i"
5,-3,0,0.98,"0.0363299950783412226071410703743677753516936890103401601246313955165 + 0.0210044251468975554493196855202727225544659492260605117235165986933i"
5,-3,0,0.99,"0.037142747435917641548292257817235414917043212660623069968071618073 + 0.021334550080533148995392482110431968888392242389419311499889875607i"
5,-2,0,0.05,"0.00240040295272607374301128666692932483752581090055119468206276160173499 + 0.00096813296066962950994423175996043907614314211148719202532078456582631i"
5,-2,0,0.1,"0.00451069591606939555707474515238705140795658192342805652037354736928159 + 0.0019213130431977938994712922210565542777146418874710299839687260462537i"
5,-2,0,0.15,"0.0063491339315546821571196473181884921325972056071578446218080286641866 + 0.0028639236041318106646235839904204517686336257892642449033141985478063i"
5,-2,0,0.2,"0.0079339396167557376657880728881585834910063423283180549919003378472245 + 0.00380024767749644743197280675955206814230214338108250662291792417251i"
5,-2,0,0.25,"0.0092837435274828197270963201758753549222138371827019624965637779388997 + 0.0047346431061479031583053004380795888404483493068026720541830651171447i"
5,-2,0,0.3,"0.0104181208398830026195499547027260659003937881980488081748761450037066 + 0.0056717216568645009907426045133597286675269458419318295347939063040523i"
5,-2,0,0.35,"0.011358266687768752117974138593112171301920479598962553560991160512903 + 0.006616548359498797817280616444624176290300819546599243987067197923019i"
5,-2,0,0.4,"0.012127872773208652286000240232312596468443251680080371387206889495917 + 0.007574880202114527001248989432948101844521098917152361025518074721815i"
5,-2,0,0.45,"0.012754300176386003203344897578296717009055087833036942645759382053278 + 0.008553469574273020884890393983179072243302204627901216487930187511206i"
5,-2,0,0.5,"0.013270196522809110753723303269353526762975921229814398921222292834918 + 0.00956046928346577444075498082746841155959497562116094938002546327504i"
5,-2,0,0.55,"0.013715796727475896592734873852135147149962220257527318596235523661931 + 0.010605996253545467230449799012018486244534433736645287805798446951984i"
5,-2,0,0.6,"0.014142309210167159630606845038378129506501367459148230449036691485929 + 0.011702947662386039024599064818094013603769189602670885379018826670488i"
5,-2,0,0.65,"0.014617095412769617487160658097333639617056593735765073152272554846447 + 0.012868232319605846973452838580204652562760090982891045740497011306257i"
5,-2,0,0.7,"0.015231962875269516348006066860764674708296453648135247799387254644695 + 0.014124718058593561331697545086624131108456828910774052770252146647082i"
5,-2,0,0.75,"0.016117217282689296940524305432809795583468366302075299675551093447276 + 0.015504493530120245283081144426803890237131272909658554481106589099311i"
5,-2,0,0.8,"0.017467288799038931580517651952789480387644640447865531937875807511581 + 0.017054751534988422050214982213732548477213402954297400453170377052959i"
5,-2,0,0.85,"0.019592431965693623718422527196263129585335646985631455613488314886996 + 0.018849529111704402466769180095935023171996517818508973635814815184823i"
5,-2,0,0.9,"0.02303997858822497699308346291302866484771047116315305106419955770112 + 0.02101689742626816010522138096462449885578761070855994789205013366954i"
5,-2,0,0.91,"0.0239698024305231891852196819361666371928515186880233514714845645544 + 0.02151386966791032219461716905573600938117023937612851041770201410232i"
5,-2,0,0.92,"0.02500735434436044055415982680050245973353062853813734218600126763697 + 0.02203827826740991499289559691041531224065785693239658040658997044291i"
5,-2,0,0.93,"0.02616986306253697143949963373294437988398747121417418659390133940006 + 0.02259398949585276315190775147684900547990125428922783150738469881226i"
5,-2,0,0.94,"0.02747906050423405252440453987127153809043528945700623935691429894831 + 0.02318584231605350797611821172324386473632228830610971405025181067043i"
5,-2,0,0.95,"0.02896315611646702555794900547888679424632937990448025767018341891359 + 0.02382006028250266986817867046381259924000534590421973906387100871575i"
5,-2,0,0.96,"0.03066019644450952772128217007482452444977036279133380352043615343749 + 0.02450494247938246429240384503926243686960933842588843495672916607848i"
5,-2,0,0.97,"0.03262434859791090848150067933937376633966207108356819416500801605898 + 0.02525213282568439470980136623287327031390430279760836766516007037433i"
5,-2,0,0.98,"0.0349394495389668615925697457387880518809223852824200102861647313779 + 0.0260792937842776614696935136799448010693576880279768278356708021673i"
5,-2,0,0.99,"0.037756454227273580223896796990582803218640091668416847427160905612 + 0.027017255435385270240854658277427578824227122171584454580169168064i"
5,-1,0,0.05,"0.00113320352817349391025079426676878942887528597382057941536007300890735 + 0.00049975829622811403172896911265123798622195518662609416531508726349092i"
5,-1,0,0.1,"0.00198854193863054721590417673760556689399700910423952903652920454497143 + 0.00102318714088348056711888474709254680671465606308919722553911909334998i"
5,-1,0,0.15,"0.0025782922905951550065422726233681211617892233448034394229032027748191 + 0.0015725430852471754964064606854347088341044227308944986490285750252286i"
5,-1,0,0.2,"0.0029166545928121052500505941237614395895498404048261778594265162073773 + 0.0021506208972525223443264229746664359513773922312154329955370183075184i"
5,-1,0,0.25,"0.0030202526444030874486645072421737473082054934489005946752338010169614 + 0.0027609133751694693709517083082511063062948435988258222299536524212218i"
5,-1,0,0.3,"0.0029088793905128079782713277365355616517301222386192857795266888582113 + 0.003407824380560685966431671983316594740662548457033310043552330872869i"
5,-1,0,0.35,"0.0026065607001412377722068955989048210934455749811215059212794803965542 + 0.004096958022567298679093106815057635739712666218511000530722699527061i"
5,-1,0,0.4,"0.0021430557248963313362658718621446006073749936554436619768996288766743 + 0.0048355180167217504719782284014442109364405957755002768896049370439178i"
5,-1,0,0.45,"0.001555979989062891836268912290888493946195991999636720549231560343761 + 0.0056328690426120286410780799469707015567145734030931089673995845521745i"
5,-1,0,0.5,"0.000893847301518401853720724093373089461651373127185822972834672417466 + 0.006501341192260650640557617604094934356526573839977529517166372950094i"
5,-1,0,0.55,"0.000220512568716988473330905367462487446039667259328541403245424337886 + 0.007457408233826949924676284840674960141780338475823853707108898897693i"
5,-1,0,0.6,"-0.000378172855025652896034851901275370305940689611691671482303974149035 + 0.008523457832429376021053117195693350609535003054499845272002234163266i"
5,-1,0,0.65,"-0.000784066402969437040204224832125836000383105747916667395091382347509 + 0.009730533119592274393886524528987765154710630750381636757327556090187i"
5,-1,0,0.7,"-0.000830150868136573226222289993252943090688622421605953454954978862123 + 0.011122739976637035980658146908070615964583895661907894606049681900253i"
5,-1,0,0.75,"-0.000272389273132396546287108132264728988067162355327302216941765202434 + 0.012764676056850343124011969439642093919626977684922857142716588293801i"
5,-1,0,0.8,"0.001261477109377230005697980122671650328609570207700323300615302445733 + 0.014754766674409510790385932362573261589154431825823369069957774537189i"
5,-1,0,0.85,"0.004374568015071846189070276597596557746325033995032036195791781774143 + 0.017251420731852154572687635952999800013196720602656155332707728882326i"
5,-1,0,0.9,"0.010139087944011484211708571623151649406570773663946685884513209270425 + 0.020531780230409738951753338346813066889986312454169630716387330454625i"
5,-1,0,0.91,"0.011770145923445694246438163030057288805100080730916160328842181576107 + 0.021322421170002910181340060450492504265721767051353311697367856653674i"
5,-1,0,0.92,"0.01361456541843473171990180891249436777537263045355168233426345898475 + 0.02217130038026714365477256572641863191020015999512084602695718657195i"
5,-1,0,0.93,"0.01570587565218588839554638306604650931092505043043531176982003286026 + 0.02308656925505111166545891833115519938673161766362182509722737642006i"
5,-1,0,0.94,"0.01808623542034163470265460953089546343953203409911673475782022883151 + 0.02407833870036624037733710266494677858960415711935153427874628599082i"
5,-1,0,0.95,"0.02081016163362048581196153387184295343126303714329080038920912488111 + 0.02515947782682710283473715749135435581772766920643125602563067770546i"
5,-1,0,0.96,"0.02395085245004534484092703012273180149079596528644437222691660524351 + 0.02634694451375229368376620161375653806847314645546777403356670398496i"
5,-1,0,0.97,"0.02761197566923724614441455785019079037836399651774333707579461705948 + 0.02766421574765798116177372243824667435996970090639028626737726259448i"
5,-1,0,0.98,"0.031953015015312879682419232365424176840217784485657000969465588762 + 0.0291463862365565957920312131083807448739649874342863611818930315954i"
5,-1,0,0.99,"0.037259160244986420834371705855000717615720646484121226726356290129 + 0.030853783953772113274760159732829852571674700168048405979918996278i"
5,0,0,0.05,"-0.00014088178396196249957676541382903551052141330550753665167406891646262 + 0.00001782339127528985879413251785365957449815281304204842732005955190257i"
5,0,0,0.1,"-0.0005623751050958816046089988750555381405168623585460957440813802968411 + 0.0000715861916832768995641975293061377536175894940307170671124900311146i"
5,0,0,0.15,"-0.0012609105135075065420168455633212369254552999709822322895025003568001 + 0.0001621870105711233381414952552703517556356729782806636062276273319156i"
5,0,0,0.2,"-0.0022301483579678429720527883835635793048500407461588757980841205558847 + 0.0002911950940787092329638710181141566959305452824434518352812136075507i"
